X,Y,codigo,municipio,distrito_m,nucleo_urb,nom_calle,numero,ubicacion,estado,anio_insta,tapa_norm,diametro,registro,tipo,modelo,marca,tipo_red1,tapon,propiedad,profundida,icon_url
-5.93334953109602,37.3242338130966,"22688",DOS HERMANAS,DH_MONTEQUINTO,MONTEQUINTO,CL\ CONDES DE YBARRA,ESQ. C/ MALVAVISCO,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.83019313442671,37.3320845739312,"22360",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ ALCALA DEL MONCAYO,S/N,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,CON ROSCA,,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98631055217969,37.5180605512604,"25480",ALCALA DEL RIO,AR_ALCALA DEL RIO,ALCALA DEL RIO,CL\ HUERTA MENOR,"3",En acera,En servicio,"2003",Si,"60",Arqueta,EMASESA,CON ROSCA,,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.0668396030164,37.269416520065,"24593",LA PUEBLA DEL RIO,LP_POZO CONCEJO,LA PUEBLA DEL RIO,CL\ ADRIANO,"22",En acera,En servicio,"2003",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9794579479038,37.4840121968283,"17492",LA RINCONADA,RI_LA RINCONADA,LA  RINCONADA,CL\ GOYA,EQ.C/ITALICA,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99965439652597,37.392840799189,"12070",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,PZ\ MUSEO,"9",En acera,En servicio,"1995",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96683637148112,37.4133195249286,"32264",SEVILLA,SE_NORTE,SEVILLA,NR\ RESIDENCIAL SAN DIEGO,PROX. Nº 57accA,En acera,En servicio,"2021",,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99034212661876,37.3962441270691,"23638",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,CL\ CASTELLAR,36.-ESQ. CL. ESPIRITU SANTO,En calzada,En servicio,"2002",Si,"45",Caja,JARDIN,ENCHUFE RAPIDO,,Agua bruta secundaria,No,EMASESA,0.400000,./0.png
-5.9292733450584,37.2961458766323,"21371",DOS HERMANAS,DH_DOS HERMANAS NORTE,DOS HERMANAS,CL\ MARTINEZ SIERRA,"9",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.00987359047445,37.3845271358011,"18693",SEVILLA,SE_TRIANA,SEVILLA,NR\ NUESTRA SEÑORA DE LA ESPERANZA,TRA. 10 C DE CL\ SAN VICENTE DE PAUL,En acera,En servicio,"2000",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98376294060912,37.3766362086271,"3831",SEVILLA,SE_SUR,SEVILLA,CL\ LAS CRUZADAS,JUNTO AL BLOQUE 3,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93786098802435,37.483425109214,"17044",LA RINCONADA,RI_SAN JOSE DE LA RINCONADA,SAN JOSE DE LA RINCONADA,CL\ VIRGEN DEL CARMEN,"1",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97894166323055,37.3472464998794,"3176",SEVILLA,SE_BELLAVISTA-LA PALMERA,SEVILLA,CL\ ESTRASBURGO,"27",En acera,En servicio,"1993",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98295631834704,37.3500741782183,"3279",SEVILLA,SE_BELLAVISTA-LA PALMERA,SEVILLA,CL\ BERGANTIN,S/N,En acera,En servicio,"1991",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97989130860313,37.3512938811867,"3288",SEVILLA,SE_BELLAVISTA-LA PALMERA,SEVILLA,AV\ ITALIA,ESQ. GL\ DOÑA MARIA GARCIA MONTERO,En acera,En servicio,"1991",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97767020166717,37.487271542239,"25253",LA RINCONADA,RI_LA RINCONADA,LA  RINCONADA,CL\ PILAR MIRO,S/N,En acera,En servicio,"2005",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93656944617145,37.3444583439395,"24671",DOS HERMANAS,DH_MONTEQUINTO,MONTEQUINTO,CL\ SENECA,ESQ. CL SENECA,En acera,En servicio,"2004",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.800000,./0.png
-5.92627896335867,37.4029745036429,"13541",SEVILLA,SE_ESTE,SEVILLA,CL\ YAKARTA,FTE. 14,En acera,En servicio,"1990",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99185236974411,37.405154708659,"22259",SEVILLA,SE_MACARENA,SEVILLA,CL\ PERAFAN DE RIVERA,FTE. 10 accA,En acera,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97368622998255,37.4170459774086,"10691",SEVILLA,SE_NORTE,SEVILLA,CL\ PARQUE DE DOÑANA,"2",En acera,En servicio,"1992",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.94742159850601,37.4011698183706,"24154",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ OPERA CARMEN,"50",En acera,En servicio,"2003",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.400000,./0.png
-5.93571513651138,37.3331484710275,"30175",DOS HERMANAS,DH_MONTEQUINTO,MONTEQUINTO,AV\ MONTEQUINTO,"65",En acera,En servicio,"1975",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.00082077453262,37.3826665978972,"23501",SEVILLA,SE_TRIANA,SEVILLA,CL\ PELAY CORREA,ESQ. PZ\ SANTA ANA,En acera,En servicio,"2002",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.400000,./0.png
-6.05994749761244,37.2757349758153,"26305",CORIA DEL RIO,CO_LAS PALOMAS-LAS PALMERAS,CORIA DEL RIO,CL\ AL ANDALUS,"14",En acera,En servicio,"2004",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.200000,./0.png
-6.02782033605814,37.395426883244,"23506",CAMAS,CA_CAMAS,CAMAS,AV\ CLARA CAMPOAMOR,S/N PROLONGACION,En acera,En servicio,"2000",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.94383649911333,37.3741537598238,"23925",SEVILLA,SE_CERRO-AMATE,SEVILLA,CL\ ESTRECHO DE MAGALLANES,FTE. 6 DE CL\ RAFAEL DE LEON,En acera,En servicio,"2003",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.300000,./0.png
-6.02920559448989,37.398753999112,"16640",CAMAS,CA_CAMAS,CAMAS,CL\ GUADALQUIVIR,"37",En acera,En servicio,"1999",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93364575966684,37.3095865638158,"28519",DOS HERMANAS,DH_ENTRENUCLEOS,ENTRENUCLEOS,CL\ CELIA CASADO RODRIGUEZ,ESQ. CL\ PEDRO LUIS SERRERA CONTRERAS,En acera,En servicio,"2008",No,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9699170930626,37.3257234421716,"20020",SEVILLA,SE_BELLAVISTA-LA PALMERA,BELLAVISTA,PQ\ ROSALIA DE CASTRO,LAT. DEL PARQUE,En acera,En servicio,"2002",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96830663789853,37.4165841105287,"19998",SEVILLA,SE_NORTE,SEVILLA,CL\ MENSAJEROS,1 accA,En acera,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97002514165132,37.375851863636,"5120",SEVILLA,SE_NERVION,SEVILLA,AV\ RAMON Y CAJAL,"27",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.92362561711751,37.4103047115598,"13137",SEVILLA,SE_ESTE,SEVILLA,PZ\ MARIA PITA,"6",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.95000866354206,37.4113664138417,"11321",SEVILLA,SE_NORTE,SEVILLA,CL\ AVIACION,"111",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93034648993824,37.3871133963512,"30749",SEVILLA,SE_ESTE,SEVILLA,CL\ PEPE MAYORGA,"JTO. COLEGIO ONCE, TALLERES DE LIPASAM",En calzada,En servicio,"1970",,"45",Desconocido,EMASESA,,ODRIOZOLA,Agua bruta secundaria,No,Particular (Cliente),0.000000,./0.png
-5.98444788138557,37.4117236284004,"10232",SEVILLA,SE_MACARENA,SEVILLA,CL\ AGATA,"9",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.987200251341,37.2871020250661,"30864",DOS HERMANAS,DH_LA ISLA-MEGAPARK,LA ISLA-MEGAPARK,CR\ SE-3206 (ISLA MENOR),FTE. 10 DE CL\ ACUEDUCTO,En acera,En servicio,"2018",,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93313378003337,37.4852400293639,"28060",LA RINCONADA,RI_SAN JOSE DE LA RINCONADA,SAN JOSE DE LA RINCONADA,RD\ RONDA DEL CAÑAMO III,"5",En acera,En servicio,"2007",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99745621704974,37.3694071251622,"3029",SEVILLA,SE_LOS REMEDIOS,SEVILLA,CL\ ANTONIO BIENVENIDA (R. FERIAL),"40",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.83285032135438,37.3453579425335,"27544",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ MAGDALA,FTE. 11,En acera,En servicio,"2009",Si,"60",Caja,EMASESA,ENCHUFE RAPIDO,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9682069515877,37.3950312118825,"8219",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,AV\ KANSAS CITY,ESQ. PZ\ NARANJITO DE TRIANA,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98710183549729,37.3694106693256,"14135",SEVILLA,SE_SUR,SEVILLA,AV\ DE LA GUARDIA CIVIL,JTO. CENTRO DE FORMACION PERMANENTE DE LA UNIVERSIDAD DE SEVILLA,En acera,En servicio,"1999",Si,"60",Arqueta,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.250000,./0.png
-6.06393133726249,37.2727331318025,"16211",LA PUEBLA DEL RIO,LP_SAN ROMAN-GUTIERREZ PEREZ,LA PUEBLA DEL RIO,CL\ ROCIEROS DE LA PUEBLA,ESQ. CL\ MACARENA DEL RIO,En acera,En servicio,"2013",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.06324985475095,37.2717140352622,"16220",LA PUEBLA DEL RIO,LP_SAN ROMAN-GUTIERREZ PEREZ,LA PUEBLA DEL RIO,CL\ PRACTICANTE ANTONIO MONTERO,"15",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99988292867982,37.374101435168,"2108",SEVILLA,SE_LOS REMEDIOS,SEVILLA,CL\ VIRGEN DE LA ESTRELLA,Nº 4 ESQ. PADRE DAMI,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.05293943097258,37.2927763769621,"31116",CORIA DEL RIO,CO_NORTE-GUADALQUIVIR,CORIA DEL RIO,BA\ LA PAZ,"96",En acera,En servicio,"2019",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.800000,./0.png
-6.03656086675775,37.4019368781112,"14420",CAMAS,CA_CAMAS,CAMAS,CL\ GOMEZ DE LA LAMA,"26",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.06516067456844,37.2848302884492,"27908",CORIA DEL RIO,CO_HUERTA EL ROCIO-OESTE,CORIA DEL RIO,CL\ CAPATACES,FTE. 39 - 41,En acera,En servicio,"2010",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.01454560541884,37.3813927581214,"29539",SEVILLA,SE_TRIANA,SEVILLA,PQ\ VEGA DE TRIANA,S/N,En acera,En servicio,"2004",Si,"45",Caja,EMASESA,ENCHUFE RAPIDO,IRUA,Agua bruta secundaria,No,Particular,0.000000,./0.png
-5.96250150916437,37.3994634014487,"8765",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,AV\ KANSAS CITY,ESQ. GL\ RAFAEL GORDILLO,En acera,En servicio,"1982",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.95267147634039,37.3959752211489,"8805",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ GASPAR PEREZ DE VILLAGRAN,JUNTO Nº29,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.929205415593,37.4284273690952,"26669",SEVILLA,SE_NORTE,VALDEZORRAS,CL\ ORNITORRINCO,1A,En calzada,En servicio,"1970",No,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.95844106637864,37.3974680414279,"8911",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ GUARDIOLA,"3",En acera,En servicio,"1995",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97012406523126,37.427750358948,"25800",SEVILLA,SE_NORTE,SEVILLA,CL\ ESTRELLA SADIR,ENTRE CL\ ESTRELLA REGULO Y CL\ ESTRELLA HARIS,En acera,En servicio,"2005",Si,"60",Caja,EMASESA,,,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98427528718564,37.4039145720904,"9806",SEVILLA,SE_MACARENA,SEVILLA,CL\ FRAY ISIDORO DE SEVILLA,"16",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96840304664433,37.3876366203649,"7631",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ LUIS MONTOTO,133A,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96996323286451,37.3903886540778,"7681",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ SINAI,"30",En acera,En servicio,"2023",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9099477791721,37.2723192345394,"27765",DOS HERMANAS,DH_DOS HERMANAS SUR,DOS HERMANAS,CL\ MANZANILLA,"79",En acera,En servicio,"2009",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98248262517516,37.4086910406523,"28314",SEVILLA,SE_MACARENA,SEVILLA,CL\ LOS ROMEROS,"4",En acera,En servicio,"1969",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.400000,./0.png
-5.98485082460828,37.363690617959,"31536",SEVILLA,SE_BELLAVISTA-LA PALMERA,SEVILLA,CL\ PAEZ DE RIVERA,ESQ. AV\ DE LA PALMERA,En acera,En servicio,"1999",,"60",Caja,EMASESA,,,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.06411380311098,37.2649146710074,"23222",LA PUEBLA DEL RIO,LP_CENTRO,LA PUEBLA DEL RIO,CL\ PASTORES,ESQ. C/ LOPE DE VEGA,En acera,En servicio,"2003",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9992390322443,37.2756239833289,"20891",DOS HERMANAS,DH_LA ISLA-MEGAPARK,LA ISLA-MEGAPARK,CL\ TERMAS,"7",En acera,En servicio,"2022",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable arterial,No,EMASESA,1.000000,./0.png
-6.00432773743685,37.3859761080769,"17590",SEVILLA,SE_TRIANA,SEVILLA,CL\ CALLAO,2accA,En acera,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97843608316726,37.3809814232098,"5276",SEVILLA,SE_NERVION,SEVILLA,CL\ ARQUITECTO DELGADO ROIG,1B.3 DE CL\ CAMILO JOSE CELA,En acera,En servicio,"1994",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96938464265369,37.4164060298913,"19996",SEVILLA,SE_NORTE,SEVILLA,CL\ BUZON,"1",En acera,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98293914615567,37.3880339516864,"14092",SEVILLA,SE_NERVION,SEVILLA,CL\ JOSE MARIA MORENO GALVAN,2accB,En acera,En servicio,"1997",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.00623523477694,37.3961279608064,"27464",SEVILLA,SE_TRIANA,SEVILLA,CL\ MUELLE NAO VICTORIA (V. S.),FTE. APARCAMIENTO DEL CENTRO ANDALUZ DE ARTE CONTEMPORANEO,En acera,En servicio,"2009",Si,"45",Caja,EMASESA,ENCHUFE RAPIDO,ODRIOZOLA,Agua bruta secundaria,No,EMASESA,0.000000,./0.png
-5.97641211546119,37.4127132083607,"9931",SEVILLA,SE_MACARENA,SEVILLA,AV\ LA BARZOLA,FTE. 46,En acera,En servicio,"1977",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9817670815876,37.3885288978869,"7771",SEVILLA,SE_NERVION,SEVILLA,CL\ JUAN ANTONIO CAVESTANY,4 acc.C,En acera,En servicio,"1976",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97617477460215,37.3982241183154,"24899",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ FRANCISCO DE ARIÑO,"9",En acera,En servicio,"2004",Si,"60",Arqueta,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98473173820883,37.4040563932196,"9815",SEVILLA,SE_MACARENA,SEVILLA,CL\ FRAY ISIDORO DE SEVILLA,12 accF,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.01767186071701,37.3845968268213,"29529",SEVILLA,SE_TRIANA,SEVILLA,PQ\ VEGA DE TRIANA,S/N,En acera,En servicio,"2004",Si,"45",Caja,EMASESA,ENCHUFE RAPIDO,IRUA,Agua bruta secundaria,No,Particular,0.000000,./0.png
-5.95997559520554,37.3686566490553,"6767",SEVILLA,SE_SUR,SEVILLA,CL\ LONETA,S/N,En acera,En servicio,"1990",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.82856072547321,37.3467678125095,"25572",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,AU\ A-92 (SEVILLA-MALAGA),ESQ. CL\ BELGICA,En acera,En servicio,"2022",Si,"60",Caja,EMASESA,CON ROSCA,,Potable secundaria,No,EMASESA,0.900000,./0.png
-5.94290821147964,37.2813606106024,"28789",DOS HERMANAS,DH_DOS HERMANAS OESTE,DOS HERMANAS,CL\ AIRE,AIRE 17,En acera,En servicio,"2012",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.94797382424069,37.4826452429445,"17198",LA RINCONADA,RI_SAN JOSE DE LA RINCONADA,SAN JOSE DE LA RINCONADA,BA\ ALMONAZAR,"44",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.92984958342439,37.322529327838,"27076",DOS HERMANAS,DH_MONTEQUINTO,MONTEQUINTO,CL\ AZAFRAN,"63",En acera,En servicio,"2008",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.700000,./0.png
-5.8488786096669,37.3363821934505,"27333",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ SAN JOSE,"17",En acera,En servicio,"2008",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.85112757624976,37.3365082246821,"27330",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ SAN JOSE,"54",En acera,En servicio,"2008",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9223579944433,37.3897440213581,"13791",SEVILLA,SE_ESTE,SEVILLA,CL\ FLORA TRISTAN,TRASERA DEL Nº 13 DE PZ\ LA MALAGUETA,En acera,En servicio,"1982",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.91923738710798,37.3931474253609,"13693",SEVILLA,SE_ESTE,SEVILLA,CL\ FLOR DE PAPEL,5 accA,En acera,En servicio,"1995",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.83820600644732,37.3380329843248,"30552",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ BALEARES,"2",En acera,En servicio,"1960",No,"40",Caja,BLINDADA,CON ROSCA,URALITA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97694140648946,37.407503883174,"9435",SEVILLA,SE_MACARENA,SEVILLA,CL\ BRENES,JUNTO Nº11,En acera,En servicio,"1998",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.85133922773953,37.3384790491737,"15632",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ ALBAICIN,ESQ.  C/D.DE TALAVER,En acera,En servicio,"1980",Si,"40",Caja,BLINDADA,,URALITA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96380580830403,37.3863362036017,"6566",SEVILLA,SE_NERVION,SEVILLA,CL\ PADRE PEDRO AYALA,ESQ. C/ANDRES BERNAL,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9627405598612,37.3854916450056,"6557",SEVILLA,SE_NERVION,SEVILLA,CL\ LORENZO MERCADANTE,ESQ. RICO CEJUDO,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96118017450828,37.3836404865769,"6575",SEVILLA,SE_NERVION,SEVILLA,CL\ VALERIANO BECQUER,ESQ. ENRIQUE FLORES,En acera,En servicio,"1995",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.00238066292489,37.4909325542999,"18455",LA RINCONADA,RI_LA RINCONADA,LA  RINCONADA,PQ\ PERIURBANO RINCONADA,S/N,En acera,En servicio,"2000",Si,"80",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.94335424540764,37.4907512530297,"16900",LA RINCONADA,RI_SAN JOSE DE LA RINCONADA,SAN JOSE DE LA RINCONADA,CL\ RUBEN DARIO,ESQ. CL\ LA CASA DEL SUEÑO,En acera,En servicio,"1992",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.01088924110772,37.382401724747,"2829",SEVILLA,SE_TRIANA,SEVILLA,PQ\ DEL TURRUÑUELO MARIFE DE TRIANA,JTO. RESIDENCIA DE ANCIANOS NTRA. SRA. DE LA CONSOLACION,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.7539290198081,37.3654505271616,"27530",MAIRENA DEL ALCOR,MA_MAIRENA DEL ALCOR,MAIRENA DEL ALCOR,CL\ SANTA ANA,ENTRE CL\ NUESTRA SEÑORA DE REGLA Y CL\ SANTA EULALIA,En acera,En servicio,"2010",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.75447896596801,37.3656105862914,"27531",MAIRENA DEL ALCOR,MA_MAIRENA DEL ALCOR,MAIRENA DEL ALCOR,CL\ SANTA ANA,S/N,En acera,En servicio,"2010",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.480000,./0.png
-5.90509265379419,37.4870506644429,"27964",LA RINCONADA,RI_NUEVA JARILLA,NUEVA JARILLA,CL\ ZARZA (NUEVA JARILLA),"41",En acera,En servicio,"2010",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.83734499625207,37.3436931415807,"15199",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ LUNA DE ESCACENA,PROX. C/V.DE PALMA,En acera,En servicio,"1970",Si,"60",Arqueta,EMASESA,CON ROSCA,URALITA,Potable secundaria,No,EMASESA,0.000000,./0.png
