X,Y,codigo,municipio,distrito_m,nucleo_urb,nom_calle,numero,ubicacion,estado,anio_insta,tapa_norm,diametro,registro,tipo,modelo,marca,tipo_red1,tapon,propiedad,profundida,icon_url
-5.98503483564083,37.4870369325008,"24239",LA RINCONADA,RI_LA RINCONADA,LA  RINCONADA,CL\ SAETA,9 Y 11,En acera,En servicio,"2002",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.74088751873344,37.3809816463801,"24732",MAIRENA DEL ALCOR,MA_MAIRENA DEL ALCOR,MAIRENA DEL ALCOR,CL\ ALGAMITAS,ESQ. CL JAEN,En acera,En servicio,"2004",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.800000,./0.png
-5.97540986386649,37.393065909146,"14071",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,ET\ ESTACION AVE SANTA JUSTA RENFE,FTE. CL\ SAN JUAN BOSCO,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99027422185669,37.3871827510587,"12240",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,CL\ GUZMAN EL BUENO,"10",En acera,En servicio,"1970",No,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97470071829329,37.3882533606262,"7752",SEVILLA,SE_NERVION,SEVILLA,NR\ SAN ESTANISLAO,6 DE CL\ CEFIRO,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98377789259534,37.4010151857976,"9777",SEVILLA,SE_MACARENA,SEVILLA,CL\ LEON XIII,"7",En acera,En servicio,"1972",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99023537964964,37.4041337931665,"9872",SEVILLA,SE_MACARENA,SEVILLA,CL\ MONEDEROS,9B,En acera,En servicio,"1994",No,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9285557450973,37.296526005553,"21366",DOS HERMANAS,DH_DOS HERMANAS NORTE,DOS HERMANAS,CL\ RAMON DEL VALLE INCLAN,"6",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9674864166388,37.3816469079707,"18697",SEVILLA,SE_NERVION,SEVILLA,AV\ EDUARDO DATO,"48",En acera,En servicio,"2001",Si,"60",Arqueta,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.800000,./0.png
-5.84103924161402,37.3367819501785,"19249",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ MADUEÑO DE LOS AIRES,ESQ. CL BAILEN,En acera,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,SEVILLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93346470969365,37.2946544939049,"21479",DOS HERMANAS,DH_DOS HERMANAS NORTE,DOS HERMANAS,CL\ FERNANDO VILLALON,ESQ. CL\ MIGUEL HERNANDEZ,En acera,En servicio,"2008",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98418004720398,37.3517975403715,"3274",SEVILLA,SE_BELLAVISTA-LA PALMERA,SEVILLA,AV\ GRECIA,FTE. 4,En acera,En servicio,"1991",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98259840741043,37.3585268282604,"3405",SEVILLA,SE_BELLAVISTA-LA PALMERA,SEVILLA,CL\ ALISIOS,6 accA,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.02900720602072,37.3640252491538,"18596",SAN JUAN DE AZNALFARACHE,SJ_MONUMENTO-BARRIO BAJO,SAN JUAN DE AZNALFARACHE,CR\ MONUMENTO,JTO. POLIDEPORTIVO NTRA. SRA. DE LORETO,En acera,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.94966271543306,37.4850187240024,"17145",LA RINCONADA,RI_SAN JOSE DE LA RINCONADA,SAN JOSE DE LA RINCONADA,CL\ JUAN DE AUSTRIA,"8",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.83308625774656,37.3349568047916,"15456",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ JUAN DE DIOS DIAZ,ESQ. CL\ BLASCO IBAÑEZ,En acera,En servicio,"2021",Si,"80",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.900000,./0.png
-6.00108472589423,37.403406164307,"27421",SEVILLA,SE_TRIANA,SEVILLA,JD\ DEL GUADALQUIVIR (V. S.),JARDINES GUADALQUIVIR,En acera,En servicio,"2009",Si,"45",Caja,EMASESA,ENCHUFE RAPIDO,,Agua bruta secundaria,No,EMASESA,0.000000,./0.png
-5.98531074927979,37.3980718637761,"32124",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,PJ\ MALLOL,31accA,En acera,En servicio,"2021",Si,"45",Arqueta,EMASESA,,IRUA,Agua bruta secundaria,No,EMASESA,0.100000,./0.png
-5.97784498571318,37.4126935535208,"31911",SEVILLA,SE_MACARENA,SEVILLA,CL\ JOSE BERMEJO,ESQ. CL\ CAZALLA DE LA SIERRA,En acera,En servicio,"2021",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.800000,./0.png
-5.98491305328436,37.4121658783,"25040",SEVILLA,SE_MACARENA,SEVILLA,CL\ MANUEL BLASCO GARZON,CALLE NUEVA.TRASERA Nº 1 C/ AGATA,En acera,En servicio,"2004",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99074572292924,37.2823781024601,"24842",DOS HERMANAS,DH_LA ISLA-MEGAPARK,LA ISLA-MEGAPARK,CL\ LUCIO MANILIO,ESQ. CL\ MERLINA,En acera,En servicio,"2004",Si,"60",Caja,EMASESA,CON ROSCA,FUNDITUBO,Potable secundaria,No,EMASESA,0.330000,./0.png
-5.97226574305853,37.4079184683136,"9411",SEVILLA,SE_MACARENA,SEVILLA,CL\ SAN JUAN DE LA SALLE,ESPALDA Nº2 C/CAMELA,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98069631422795,37.3686976191905,"4749",SEVILLA,SE_SUR,SEVILLA,CL\ CARDENAL BUENO MONREAL,"31",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.01359191943335,37.383480451867,"2768",SEVILLA,SE_TRIANA,SEVILLA,CL\ RONDA DE LOS TEJARES,LAT. 39 accA,En acera,En servicio,"1969",No,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.75459749123669,37.3666761375035,"27490",MAIRENA DEL ALCOR,MA_MAIRENA DEL ALCOR,MAIRENA DEL ALCOR,CL\ VELAZQUEZ,"5",En acera,En servicio,"2010",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.85456473348816,37.324555129782,"30143",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ GENIL,"1",En terrizo,En servicio,"2015",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98432808091622,37.3688311038089,"16750",SEVILLA,SE_SUR,SEVILLA,CL\ PROGRESO,"49",En acera,En servicio,"1997",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.84825324196593,37.3467161958292,"15044",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ MAR BALTICO,S/N,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.84934467674345,37.3439355735507,"15054",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ MAESTRO RODRIGO,"43",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.83612751490921,37.3452475371224,"15150",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,PZ\ PIO XII,"7",En acera,En servicio,"1970",Si,"40",Caja,BLINDADA,,URALITA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98571925819868,37.4123681857425,"10364",SEVILLA,SE_MACARENA,SEVILLA,CL\ PERIODISTA JOSE COUSO,JTO.4accA,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.94251884291066,37.2866061295652,"29090",DOS HERMANAS,DH_DOS HERMANAS NORTE,DOS HERMANAS,CL\ DON CARLOS SOTO,FTE. PZ/GLADIOLOS - ESQ. UR/ RESIDENCIAL ARGOS,En calzada,En servicio,"1970",Desconocido,"60",Caja,EMASESA,,ODRIOZOLA,Agua bruta secundaria,No,Particular (Cliente),0.000000,./0.png
-5.92728401828936,37.2715648078555,"21879",DOS HERMANAS,DH_DOS HERMANAS CENTRO OESTE,DOS HERMANAS,CL\ RUISEÑOR,"37",En acera,En servicio,"1999",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.800000,./0.png
-6.04923817828397,37.2923528778815,"17978",CORIA DEL RIO,CO_NORTE-GUADALQUIVIR,CORIA DEL RIO,CL\ ZANCARA,"6",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.05112533897662,37.2863304912822,"18067",CORIA DEL RIO,CO_CENTRO,CORIA DEL RIO,CL\ PAJARES,ESQUINA C/ CERVANTES,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.00338620933269,37.3685252680417,"3127",SEVILLA,SE_LOS REMEDIOS,SEVILLA,AV\ JUAN PABLO II,ENTRE CL\ DEHESA DE TABLADA Y CL\ ALFONSO DE ORLEANS Y BORBON,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97437316049969,37.3679199386705,"23604",SEVILLA,SE_SUR,SEVILLA,CL\ OSUNA,"22",En acera,En servicio,"2002",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.700000,./0.png
-5.84324257411594,37.3410077929526,"27229",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ VEGUETA,FTE. Nº 2,En acera,En servicio,"2009",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.91620195986398,37.2762915345795,"24057",DOS HERMANAS,DH_DOS HERMANAS CENTRO ESTE,DOS HERMANAS,CL\ ACEITUNA,"6",En acera,En servicio,"2003",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.800000,./0.png
-6.03820953226698,37.3900621064859,"14540",CAMAS,CA_CARAMBOLO,CAMAS,CL\ HABIS,LAT. Nº 36 CL\ ALMERIA,En acera,En servicio,"1985",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.90956353567843,37.2858521241869,"24555",DOS HERMANAS,DH_DOS HERMANAS ESTE,DOS HERMANAS,CL\ GENIL,ENTRE CL E. HEMINGWAY Y M. LUTHER KING,En acera,En servicio,"2004",Si,"60",Caja,EMASESA,CON ROSCA,,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.94100132178167,37.3190810747108,"26416",DOS HERMANAS,DH_ENTRENUCLEOS,ENTRENUCLEOS,AV\ DE LAS UNIVERSIDADES,TRA. CL\ MANUEL RIOS MORENO,En acera,En servicio,"2006",Si,"60",Caja,EMASESA,CON ROSCA,,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.92728333353769,37.2793608917182,"26455",DOS HERMANAS,DH_DOS HERMANAS CENTRO OESTE,DOS HERMANAS,CL\ CIUDAD REAL,"1",En calzada,En servicio,"2006",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.86175312706987,37.3249973094954,"22263",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ BERNAL DIAZ DEL CASTILLO,"77",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98043219579516,37.4100495990296,"10054",SEVILLA,SE_MACARENA,SEVILLA,AV\ TRABAJADORES INMIGRANTES,TRA. 14 DE CL\ PRIMAVERA,En acera,En servicio,"1971",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99891861404132,37.3987622538278,"11125",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,CL\ NARCISO BONAPLATA,"3",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98481292578393,37.3932324263728,"25347",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,CL\ PUÑONROSTRO,ESQ. C/ PUERTA DEL OSARIO,En acera,En servicio,"2006",Si,"45",Caja,JARDIN,,,Agua bruta secundaria,No,EMASESA,0.100000,./0.png
-5.91950529920861,37.3781650899867,"19302",SEVILLA,SE_CERRO-AMATE,SEVILLA,AV\ PARSI,"4",En acera,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.03175848791344,37.388664973296,"19401",CAMAS,CA_PAÑOLETA,CAMAS,AV\ DE LAS ERILLAS,ESQ. CL\ BLANCA PALOMA,En acera,En servicio,"2000",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98545224971663,37.3858883912161,"5531",SEVILLA,SE_NERVION,SEVILLA,CL\ JUAN DEL CASTILLO,8accA,En calzada,En servicio,"1997",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.91991364863585,37.2930057166924,"21004",DOS HERMANAS,DH_DOS HERMANAS NORTE,DOS HERMANAS,CL\ PICOS DE OCEJON,S/N,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.00048679626391,37.3715968680185,"18349",SEVILLA,SE_LOS REMEDIOS,SEVILLA,AV\ FLOTA DE INDIAS,16accB,En acera,En servicio,"2000",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96821297770967,37.4125803296318,"17709",SEVILLA,SE_NORTE,SEVILLA,NU\ RESIDENCIAL SAN DIEGO,DENTRO DEL PARQUE ANTONIO RODRIGUEZ MORENO,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Agua bruta secundaria,No,EMASESA,0.000000,./0.png
-5.85428232431477,37.3313460490156,"16005",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,UR\ LAS NOCLAS,"6",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.00056990355251,37.374508739623,"14248",SEVILLA,SE_LOS REMEDIOS,SEVILLA,CL\ VIRGEN DE LUJAN,"35",En acera,En servicio,"1998",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9330461101975,37.2862090719501,"26521",DOS HERMANAS,DH_DOS HERMANAS CENTRO OESTE,DOS HERMANAS,CL\ LIMA,"16",En acera,En servicio,"2006",Si,"60",Caja,EMASESA,ENCHUFE RAPIDO,ODRIOZOLA,Potable secundaria,No,EMASESA,0.100000,./0.png
-6.02928513774947,37.3555918392006,"27171",SAN JUAN DE AZNALFARACHE,SJ_SAN JUAN SUR-LOS CHARCONES,SAN JUAN DE AZNALFARACHE,"CL\ FRANCISCO MANUEL MARTIN GONZALEZ ""PALOYO""",ENTRE CL\ EDIMBURGO Y CL\ MUNICH,En acera,En servicio,"2008",Si,"60",Caja,EMASESA,ENCHUFE RAPIDO,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.17844283818761,37.6284418402255,"31486",EL GARROBO,EL GARROBO,,CR\ ARACENA (EL GARROBO),"9",En terrizo,En servicio,"2005",,"60",Caja,EMASESA,,,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99214578290161,37.3903999621123,"12389",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,CL\ SIETE REVUELTAS,"35",En acera,En servicio,"1990",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.91245150485208,37.2764022652164,"25456",DOS HERMANAS,DH_DOS HERMANAS SUR,DOS HERMANAS,CL\ CIPRES,"24",En acera,En servicio,"1970",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98064177795355,37.393836512107,"8014",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ PEREZ HERVAS,2accE,En acera,En servicio,"1968",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98164720789762,37.3936992507118,"8023",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ JOSE LAGUILLO,"23",En acera,En servicio,"1987",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97911118465695,37.3938792117042,"8005",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ DOCTOR DELGADO ROIG,7accB,En acera,En servicio,"1994",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93906275223036,37.4539005379927,"24907",LA RINCONADA,RI_EL GORDILLO,EL GORDILLO,CL\ ROSALEDA,S/N,En calzada,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.250000,./0.png
-6.00820425218767,37.4059458719692,"19009",SEVILLA,SE_TRIANA,SEVILLA,CL\ MARIE CURIE,ESQ. CL\ AMERICO VESPUCIO,En acera,En servicio,"1992",Si,"45",Caja,BLINDADA,,,Agua bruta secundaria,No,EMASESA,0.000000,./0.png
-5.93395222142307,37.3351834722083,"20617",DOS HERMANAS,DH_MONTEQUINTO,MONTEQUINTO,CL\ EVORA,S/N,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.92597162266577,37.2985078540008,"30216",DOS HERMANAS,DH_DOS HERMANAS NORTE,DOS HERMANAS,CL\ LEOPOLDO ALAS CLARIN,TRAS. GASOLINERA,En acera,En servicio,"2015",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.260000,./0.png
-5.92171562086619,37.3250901393614,"23489",DOS HERMANAS,DH_MONTEQUINTO,MONTEQUINTO,CL\ TOMILLO,ESQ. C/ ALHUCEMA,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.84317695022637,37.3387644330921,"15717",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ SAN SEBASTIAN,"2",En acera,En servicio,"1970",Si,"40",Caja,BLINDADA,,URALITA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.7484033382427,37.3690035497291,"27247",MAIRENA DEL ALCOR,MA_MAIRENA DEL ALCOR,MAIRENA DEL ALCOR,CL\ SAN MATEO,"5",En acera,En servicio,"2008",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98635937747573,37.3770309271999,"28282",SEVILLA,SE_SUR,SEVILLA,PZ\ ESPAÑA (PARQUE DE MARIA LUISA),plaza de españa,En acera,En servicio,"2010",Si,"45",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Agua bruta secundaria,No,Particular,0.000000,./0.png
-5.92789339427786,37.279820174144,"25472",DOS HERMANAS,DH_DOS HERMANAS CENTRO OESTE,DOS HERMANAS,"CL\ MANUEL BONILLA SANTANA ""EL ALPISTE""","25",En acera,En servicio,"2005",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.00073219015998,37.3909424185157,"12049",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,CL\ SAN PEDRO MARTIR,JUNTO AL Nº21,En acera,En servicio,"1970",No,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.92371546856456,37.286009841145,"25150",DOS HERMANAS,DH_DOS HERMANAS CENTRO ESTE,DOS HERMANAS,CL\ NUESTRA SEÑORA DE VALME,ESQ. PZ/ DEL ARENAL,En acera,En servicio,"2005",Si,"60",Caja,EMASESA,CON ROSCA,SEVILLA,Potable secundaria,No,EMASESA,0.800000,./0.png
-5.93999511943036,37.2820737378116,"29475",DOS HERMANAS,DH_DOS HERMANAS OESTE,DOS HERMANAS,UR\ RESIDENCIAL GEMINIS,"51",En acera,En servicio,"2013",Si,"45",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.94668862282773,37.2818768970803,"32507",DOS HERMANAS,DH_DOS HERMANAS OESTE,DOS HERMANAS,CL\ RONDA DE ALTAIR,"77",En calzada,En servicio,"2022",Desconocido,"45",Caja,EMASESA,,ODRIOZOLA,Agua bruta secundaria,No,Particular (Cliente),0.000000,./0.png
-5.91306300709112,37.2854641252839,"21224",DOS HERMANAS,DH_DOS HERMANAS ESTE,DOS HERMANAS,CL\ MADRE TERESA DE CALCUTA,S/N,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.02840004286678,37.3646447184333,"18599",SAN JUAN DE AZNALFARACHE,SJ_MONUMENTO-BARRIO BAJO,SAN JUAN DE AZNALFARACHE,CL\ ARMILLA,"39",En acera,En servicio,"2001",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-6.0320663225628,37.3846619987933,"18566",CAMAS,CA_PAÑOLETA,CAMAS,CL\ SANTIPONCE,S/N,En acera,En servicio,"1999",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93725748835357,37.4875747248025,"17012",LA RINCONADA,RI_SAN JOSE DE LA RINCONADA,SAN JOSE DE LA RINCONADA,CL\ BERNARDA PICHARDO CABELLO,"16",En acera,En servicio,"1994",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.99340351567292,37.3996310337383,"23115",SEVILLA,SE_CASCO ANTIGUO,SEVILLA,PZ\ ALAMEDA DE HERCULES,FTE. Nº 39,En acera,En servicio,"2002",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.750000,./0.png
-6.03011946509869,37.3513279382851,"26900",SAN JUAN DE AZNALFARACHE,SJ_SAN JUAN SUR-LOS CHARCONES,SAN JUAN DE AZNALFARACHE,CL\ PARIS,S/N,En acera,En servicio,"2002",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.98702977515749,37.4222813577486,"24008",SEVILLA,SE_NORTE,SEVILLA,CL\ CANTILLANA,ENTRE 5 Y 7,En acera,En servicio,"2003",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.83988747494205,37.339116531348,"15313",ALCALA DE GUADAIRA,AG_ALCALA DE GUADAIRA,ALCALA DE GUADAIRA,CL\ SANTA ANA,PROX. C/MAIRENA (Nº7,En acera,En servicio,"1970",Si,"40",Caja,BLINDADA,,URALITA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9212036266148,37.2840620850048,"27589",DOS HERMANAS,DH_DOS HERMANAS CENTRO ESTE,DOS HERMANAS,CL\ LAS MORERILLAS,"6",En acera,En servicio,"2009",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93515130144951,37.2967166739084,"23081",DOS HERMANAS,DH_DOS HERMANAS NORTE,DOS HERMANAS,RD\ ADOLFO SUAREZ,"30",En acera,En servicio,"2002",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.93112371548726,37.3502695754367,"23679",DOS HERMANAS,DH_CONDEQUINTO,CONDEQUINTO,CL\ VIRREY BUCARELLI,S/N,En acera,En servicio,"1970",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96722436572351,37.4087233831447,"11567",SEVILLA,SE_NORTE,SEVILLA,CL\ ARBOTANTE,TRA. 7,En acera,En servicio,"1987",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.96461555039315,37.4032627878602,"11577",SEVILLA,SE_NORTE,SEVILLA,NR\ LAS DALIAS,ASOC. VECINOS ESQ. C,En acera,En servicio,"1969",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.95069195877455,37.4047003012359,"9141",SEVILLA,SE_SAN PABLO-SANTA JUSTA,SEVILLA,CL\ CARABELA LA NIÑA,"1",En acera,En servicio,"2022",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.97478640560316,37.4040833087085,"9262",SEVILLA,SE_MACARENA,SEVILLA,CL\ SANTA MARIA DE ORDAS,JUNTO Nº10,En acera,En servicio,"1972",Si,"60",Caja,EMASESA,,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
-5.9364451275167,37.2687999159583,"22315",DOS HERMANAS,DH_DOS HERMANAS OESTE,DOS HERMANAS,CL\ ATAULFO,"2",En calzada,En servicio,"2023",Si,"60",Caja,EMASESA,CON ROSCA,ODRIOZOLA,Potable secundaria,No,EMASESA,0.000000,./0.png
